emp_no,gender,marital_status,age_band,age,department,education,education_field,job_role,business_travel,employee_count,attrition,attrition_label,job_satisfaction,active_employee,attrition,,,,
11309,Male,Single,35 - 44,35,R&D,Master's Degree,Medical,Research Scientist,Travel_Frequently,1,No,Current Employees,4,1,0,,,,
11310,Male,Single,35 - 44,44,R&D,High School,Medical,Manufacturing Director,Travel_Frequently,1,No,Current Employees,3,1,0,,,,
11311,Male,Single,45 - 54,50,R&D,Doctoral Degree,Medical,Research Director,Travel_Frequently,1,No,Current Employees,4,1,0,,,,
11312,Male,Single,25 - 34,29,R&D,Bachelor's Degree,Life Sciences,Healthcare Representative,Travel_Frequently,1,No,Current Employees,3,1,0,,,,
11313,Male,Married,25 - 34,28,Sales,Associates Degree,Life Sciences,Sales Executive,Travel_Frequently,1,No,Current Employees,4,1,0,,,,
11314,Male,Married,Over 55,55,HR,Master's Degree,Human Resources,Manager,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
11315,Male,Divorced,45 - 54,45,R&D,Bachelor's Degree,Medical,Healthcare Representative,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
11316,Male,Divorced,45 - 54,46,R&D,Master's Degree,Medical,Research Director,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11317,Male,Divorced,35 - 44,42,R&D,Master's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
11318,Male,Divorced,25 - 34,25,R&D,High School,Other,Laboratory Technician,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11319,Male,Married,35 - 44,41,R&D,Doctoral Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11320,Male,Married,Over 55,55,R&D,Master's Degree,Life Sciences,Healthcare Representative,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11321,Male,Married,35 - 44,38,R&D,Bachelor's Degree,Medical,Healthcare Representative,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11322,Male,Married,25 - 34,33,R&D,Master's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11323,Male,Married,25 - 34,29,R&D,Associates Degree,Other,Laboratory Technician,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
11324,Male,Married,35 - 44,36,R&D,Bachelor's Degree,Life Sciences,Healthcare Representative,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
11325,Male,Married,35 - 44,35,R&D,Master's Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11326,Male,Married,45 - 54,45,R&D,Bachelor's Degree,Technical Degree,Manufacturing Director,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11327,Male,Married,25 - 34,34,R&D,Master's Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11328,Male,Single,25 - 34,29,R&D,High School,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
11329,Male,Single,35 - 44,44,R&D,Bachelor's Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11330,Male,Single,25 - 34,33,R&D,Doctoral Degree,Life Sciences,Healthcare Representative,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11331,Male,Divorced,25 - 34,29,Sales,Bachelor's Degree,Medical,Sales Executive,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
11332,Male,Divorced,45 - 54,46,Sales,Bachelor's Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11333,Male,Divorced,35 - 44,42,Sales,Master's Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11334,Male,Married,25 - 34,34,Sales,Bachelor's Degree,Technical Degree,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11335,Male,Married,45 - 54,50,Sales,Bachelor's Degree,Marketing,Manager,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11336,Male,Married,35 - 44,43,Sales,Bachelor's Degree,Medical,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11337,Male,Married,25 - 34,34,Sales,Bachelor's Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11338,Male,Single,Under 25,21,Sales,High School,Medical,Sales Representative,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
11339,Male,Single,35 - 44,41,Sales,Associates Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11340,Female,Married,25 - 34,31,R&D,Bachelor's Degree,Medical,Research Director,Non-Travel,1,No,Current Employees,3,1,0,,,,
11341,Female,Married,45 - 54,45,Sales,Master's Degree,Life Sciences,Sales Executive,Non-Travel,1,No,Current Employees,3,1,0,,,,
11342,Female,Divorced,45 - 54,54,R&D,Master's Degree,Medical,Manager,Travel_Frequently,1,No,Current Employees,4,1,0,,,,
11343,Female,Single,35 - 44,38,R&D,Bachelor's Degree,Medical,Laboratory Technician,Travel_Frequently,1,No,Current Employees,2,1,0,,,,
11344,Female,Single,25 - 34,31,R&D,High School,Technical Degree,Manufacturing Director,Travel_Frequently,1,No,Current Employees,4,1,0,,,,
11345,Female,Married,45 - 54,45,HR,Bachelor's Degree,Life Sciences,Human Resources,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11346,Female,Divorced,25 - 34,28,R&D,Bachelor's Degree,Medical,Manufacturing Director,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
11347,Female,Married,25 - 34,26,R&D,Bachelor's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11348,Female,Married,35 - 44,41,R&D,Master's Degree,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
11349,Female,Married,Over 55,56,R&D,Associates Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
11350,Female,Married,45 - 54,54,R&D,Doctoral Degree,Medical,Manager,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11351,Female,Married,45 - 54,49,R&D,Associates Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
11352,Female,Married,25 - 34,28,R&D,Bachelor's Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
11353,Female,Married,25 - 34,27,Sales,High School,Medical,Sales Representative,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11354,Female,Married,35 - 44,41,Sales,Bachelor's Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
11355,Female,Married,35 - 44,35,Sales,Master's Degree,Life Sciences,Sales Representative,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11356,Female,Married,25 - 34,34,Sales,Bachelor's Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11357,Male,Divorced,Over 55,56,R&D,Master's Degree,Life Sciences,Healthcare Representative,Non-Travel,1,No,Current Employees,3,1,0,,,,
11358,Male,Married,35 - 44,36,R&D,Master's Degree,Life Sciences,Laboratory Technician,Non-Travel,1,No,Current Employees,2,1,0,,,,
11359,Male,Married,45 - 54,45,R&D,High School,Life Sciences,Healthcare Representative,Non-Travel,1,No,Current Employees,3,1,0,,,,
11360,Male,Married,35 - 44,42,R&D,Master's Degree,Technical Degree,Research Scientist,Non-Travel,1,No,Current Employees,3,1,0,,,,
11361,Male,Single,25 - 34,26,R&D,Bachelor's Degree,Medical,Laboratory Technician,Non-Travel,1,No,Current Employees,4,1,0,,,,
11362,Male,Divorced,Over 55,58,Sales,Bachelor's Degree,Medical,Manager,Non-Travel,1,No,Current Employees,2,1,0,,,,
11363,Male,Divorced,35 - 44,36,Sales,Master's Degree,Marketing,Sales Executive,Non-Travel,1,No,Current Employees,4,1,0,,,,
11364,Male,Single,35 - 44,36,HR,High School,Human Resources,Human Resources,Travel_Frequently,1,No,Current Employees,4,1,0,,,,
11365,Male,Divorced,25 - 34,33,R&D,Associates Degree,Life Sciences,Healthcare Representative,Travel_Frequently,1,No,Current Employees,3,1,0,,,,
11366,Male,Married,25 - 34,31,R&D,Bachelor's Degree,Life Sciences,Research Scientist,Travel_Frequently,1,No,Current Employees,1,1,0,,,,
11367,Male,Married,45 - 54,48,R&D,Doctoral Degree,Medical,Manager,Travel_Frequently,1,No,Current Employees,4,1,0,,,,
11368,Male,Married,35 - 44,43,Sales,Master's Degree,Life Sciences,Sales Executive,Travel_Frequently,1,No,Current Employees,4,1,0,,,,
11369,Male,Divorced,25 - 34,30,HR,Bachelor's Degree,Life Sciences,Human Resources,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11370,Male,Divorced,Over 55,60,R&D,Master's Degree,Medical,Healthcare Representative,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11371,Male,Divorced,35 - 44,36,R&D,Associates Degree,Life Sciences,Healthcare Representative,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
11372,Male,Divorced,35 - 44,41,R&D,Master's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
11373,Male,Divorced,35 - 44,42,R&D,Bachelor's Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
11374,Male,Married,35 - 44,39,R&D,Bachelor's Degree,Medical,Manufacturing Director,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
11375,Male,Married,35 - 44,39,R&D,Associates Degree,Medical,Manufacturing Director,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
11376,Male,Married,Over 55,55,R&D,Master's Degree,Technical Degree,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11377,Male,Married,Over 55,57,R&D,Associates Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11378,Male,Married,35 - 44,43,R&D,Associates Degree,Life Sciences,Research Director,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11379,Male,Married,35 - 44,41,R&D,Bachelor's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11380,Male,Married,45 - 54,45,R&D,Bachelor's Degree,Technical Degree,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11381,Male,Single,45 - 54,47,R&D,Bachelor's Degree,Medical,Healthcare Representative,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11382,Male,Single,35 - 44,39,R&D,High School,Medical,Research Director,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11383,Male,Single,25 - 34,32,R&D,Bachelor's Degree,Medical,Manager,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11384,Male,Single,25 - 34,32,R&D,Master's Degree,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11385,Male,Single,35 - 44,42,R&D,Associates Degree,Other,Manager,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11386,Male,Married,Over 55,55,Sales,Doctoral Degree,Marketing,Manager,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11387,Male,Married,25 - 34,34,Sales,Associates Degree,Technical Degree,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11388,Male,Single,25 - 34,34,Sales,Bachelor's Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11389,Female,Married,45 - 54,53,R&D,Master's Degree,Medical,Manufacturing Director,Non-Travel,1,No,Current Employees,3,1,0,,,,
11390,Female,Divorced,25 - 34,33,Sales,Bachelor's Degree,Life Sciences,Sales Executive,Non-Travel,1,No,Current Employees,4,1,0,,,,
11391,Female,Married,35 - 44,37,R&D,Bachelor's Degree,Life Sciences,Research Director,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11392,Female,Married,Over 55,58,R&D,Bachelor's Degree,Medical,Research Director,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
11393,Female,Married,35 - 44,36,R&D,Master's Degree,Other,Research Scientist,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
11394,Female,Divorced,25 - 34,25,Sales,Associates Degree,Other,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11395,Female,Married,35 - 44,38,Sales,Master's Degree,Marketing,Sales Representative,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11396,Male,Single,35 - 44,40,HR,Associates Degree,Medical,Manager,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11397,Male,Married,25 - 34,27,R&D,Bachelor's Degree,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,2,1,0,,,,
11398,Male,Married,35 - 44,37,R&D,Master's Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,1,1,0,,,,
11399,Male,Married,25 - 34,34,Sales,Associates Degree,Technical Degree,Sales Representative,Travel_Rarely,1,No,Current Employees,3,1,0,,,,
11400,Male,Single,35 - 44,36,Sales,Master's Degree,Life Sciences,Sales Representative,Travel_Rarely,1,No,Current Employees,4,1,0,,,,
11401,Female,Divorced,25 - 34,30,HR,Bachelor's Degree,Human Resources,Human Resources,Travel_Frequently,1,Yes,Ex-Employees,4,0,1,,,,
11402,Female,Married,25 - 34,27,HR,Bachelor's Degree,Human Resources,Human Resources,Travel_Frequently,1,Yes,Ex-Employees,2,0,1,,,,
11403,Female,Single,25 - 34,31,R&D,Doctoral Degree,Life Sciences,Manufacturing Director,Travel_Frequently,1,Yes,Ex-Employees,2,0,1,,,,
11404,Female,Single,25 - 34,31,R&D,Bachelor's Degree,Life Sciences,Research Scientist,Travel_Frequently,1,Yes,Ex-Employees,3,0,1,,,,
11405,Female,Single,25 - 34,29,Sales,Bachelor's Degree,Technical Degree,Sales Executive,Travel_Frequently,1,Yes,Ex-Employees,2,0,1,,,,
11406,Female,Single,25 - 34,31,Sales,Master's Degree,Life Sciences,Sales Representative,Travel_Frequently,1,Yes,Ex-Employees,3,0,1,,,,
11407,Female,Married,25 - 34,34,HR,Master's Degree,Technical Degree,Human Resources,Travel_Rarely,1,Yes,Ex-Employees,3,0,1,,,,
11408,Female,Married,45 - 54,53,R&D,Doctoral Degree,Technical Degree,Manufacturing Director,Travel_Rarely,1,Yes,Ex-Employees,4,0,1,,,,
11409,Female,Single,25 - 34,31,R&D,Bachelor's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,Yes,Ex-Employees,2,0,1,,,,
11410,Female,Single,25 - 34,29,Sales,Bachelor's Degree,Marketing,Sales Representative,Travel_Rarely,1,Yes,Ex-Employees,2,0,1,,,,
11411,Male,Married,25 - 34,34,R&D,Master's Degree,Life Sciences,Laboratory Technician,Travel_Frequently,1,Yes,Ex-Employees,1,0,1,,,,
11412,Male,Single,25 - 34,28,R&D,Associates Degree,Medical,Laboratory Technician,Travel_Frequently,1,Yes,Ex-Employees,1,0,1,,,,
11413,Male,Divorced,45 - 54,50,Sales,Master's Degree,Life Sciences,Sales Executive,Travel_Frequently,1,Yes,Ex-Employees,3,0,1,,,,
11414,Male,Married,45 - 54,47,Sales,Bachelor's Degree,Life Sciences,Sales Executive,Travel_Frequently,1,Yes,Ex-Employees,3,0,1,,,,
11415,Male,Married,25 - 34,28,Sales,Bachelor's Degree,Technical Degree,Sales Representative,Travel_Frequently,1,Yes,Ex-Employees,3,0,1,,,,
11416,Male,Married,Under 25,23,Sales,Bachelor's Degree,Marketing,Sales Representative,Travel_Frequently,1,Yes,Ex-Employees,1,0,1,,,,
11417,Male,Single,25 - 34,29,Sales,Bachelor's Degree,Technical Degree,Sales Representative,Travel_Frequently,1,Yes,Ex-Employees,1,0,1,,,,
11418,Male,Married,25 - 34,31,HR,Doctoral Degree,Human Resources,Human Resources,Travel_Rarely,1,Yes,Ex-Employees,1,0,1,,,,
11419,Male,Married,Under 25,24,HR,High School,Human Resources,Human Resources,Travel_Rarely,1,Yes,Ex-Employees,3,0,1,,,,
11420,Male,Divorced,25 - 34,28,R&D,Bachelor's Degree,Technical Degree,Laboratory Technician,Travel_Rarely,1,Yes,Ex-Employees,4,0,1,,,,
11421,Male,Married,Over 55,56,R&D,Associates Degree,Technical Degree,Laboratory Technician,Travel_Rarely,1,Yes,Ex-Employees,3,0,1,,,,
11422,Male,Married,35 - 44,38,R&D,Bachelor's Degree,Medical,Manufacturing Director,Travel_Rarely,1,Yes,Ex-Employees,2,0,1,,,,
11423,Male,Single,25 - 34,29,R&D,Master's Degree,Technical Degree,Research Scientist,Travel_Rarely,1,Yes,Ex-Employees,1,0,1,,,,
11424,Male,Single,Over 55,56,R&D,Associates Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,Yes,Ex-Employees,4,0,1,,,,
11425,Male,Single,35 - 44,40,R&D,Master's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,Yes,Ex-Employees,1,0,1,,,,
11426,Male,Single,35 - 44,37,R&D,Master's Degree,Medical,Manufacturing Director,Travel_Rarely,1,Yes,Ex-Employees,1,0,1,,,,
11427,Male,Single,25 - 34,32,R&D,Master's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,Yes,Ex-Employees,2,0,1,,,,
11428,Male,Divorced,45 - 54,46,Sales,Bachelor's Degree,Marketing,Sales Executive,Travel_Rarely,1,Yes,Ex-Employees,4,0,1,,,,
11429,Male,Married,25 - 34,25,Sales,Associates Degree,Life Sciences,Sales Representative,Travel_Rarely,1,Yes,Ex-Employees,1,0,1,,,,
11430,Male,Married,35 - 44,35,Sales,Bachelor's Degree,Medical,Sales Executive,Travel_Rarely,1,Yes,Ex-Employees,1,0,1,,,,
11431,Male,Married,25 - 34,30,Sales,Bachelor's Degree,Life Sciences,Sales Executive,Travel_Rarely,1,Yes,Ex-Employees,1,0,1,,,,
11432,Male,Married,25 - 34,31,Sales,Master's Degree,Marketing,Sales Executive,Travel_Rarely,1,Yes,Ex-Employees,3,0,1,,,,
11433,Male,Single,25 - 34,32,Sales,Associates Degree,Life Sciences,Sales Executive,Travel_Rarely,1,Yes,Ex-Employees,2,0,1,,,,
11434,Male,Single,Under 25,21,Sales,High School,Marketing,Sales Representative,Travel_Rarely,1,Yes,Ex-Employees,2,0,1,,,,
11435,Male,Single,25 - 34,30,Sales,Bachelor's Degree,Medical,Sales Representative,Travel_Rarely,1,Yes,Ex-Employees,4,0,1,,,,
11436,Female,Single,25 - 34,32,R&D,Associates Degree,Life Sciences,Research Scientist,Travel_Frequently,1,Yes,Ex-Employees,3,0,1,,,,
11437,Female,Single,25 - 34,29,R&D,High School,Other,Healthcare Representative,Travel_Frequently,1,Yes,Ex-Employees,4,0,1,,,,
11438,Female,Married,45 - 54,48,Sales,Associates Degree,Medical,Sales Representative,Travel_Frequently,1,Yes,Ex-Employees,3,0,1,,,,
11439,Female,Single,Under 25,18,Sales,Associates Degree,Medical,Sales Representative,Travel_Frequently,1,Yes,Ex-Employees,4,0,1,,,,
11440,Female,Married,25 - 34,26,HR,Associates Degree,Medical,Human Resources,Travel_Rarely,1,Yes,Ex-Employees,2,0,1,,,,
11441,Female,Divorced,35 - 44,35,R&D,Bachelor's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,Yes,Ex-Employees,1,0,1,,,,
11442,Female,Married,Under 25,22,R&D,High School,Medical,Laboratory Technician,Travel_Rarely,1,Yes,Ex-Employees,1,0,1,,,,
11443,Female,Single,25 - 34,28,Sales,Associates Degree,Marketing,Sales Executive,Travel_Rarely,1,Yes,Ex-Employees,3,0,1,,,,
11444,Male,Divorced,35 - 44,44,R&D,Associates Degree,Medical,Research Scientist,Travel_Frequently,1,Yes,Ex-Employees,2,0,1,,,,
11445,Male,Married,25 - 34,31,R&D,Bachelor's Degree,Life Sciences,Laboratory Technician,Travel_Frequently,1,Yes,Ex-Employees,4,0,1,,,,
11446,Male,Married,35 - 44,43,R&D,Bachelor's Degree,Technical Degree,Research Scientist,Travel_Frequently,1,Yes,Ex-Employees,3,0,1,,,,
11447,Male,Single,Under 25,24,R&D,Bachelor's Degree,Medical,Laboratory Technician,Travel_Frequently,1,Yes,Ex-Employees,1,0,1,,,,
11448,Male,Married,25 - 34,31,Sales,Master's Degree,Marketing,Sales Executive,Travel_Frequently,1,Yes,Ex-Employees,4,0,1,,,,
11449,Male,Divorced,25 - 34,29,HR,Bachelor's Degree,Human Resources,Human Resources,Travel_Rarely,1,Yes,Ex-Employees,1,0,1,,,,
11450,Male,Married,25 - 34,29,R&D,Master's Degree,Medical,Research Scientist,Travel_Rarely,1,Yes,Ex-Employees,4,0,1,,,,
11451,Male,Married,25 - 34,28,R&D,Bachelor's Degree,Medical,Laboratory Technician,Travel_Rarely,1,Yes,Ex-Employees,2,0,1,,,,
11452,Male,Single,35 - 44,40,R&D,Bachelor's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,Yes,Ex-Employees,1,0,1,,,,
11453,Male,Single,Under 25,23,R&D,High School,Medical,Laboratory Technician,Travel_Rarely,1,Yes,Ex-Employees,3,0,1,,,,
11454,Male,Divorced,45 - 54,50,Sales,Bachelor's Degree,Marketing,Sales Executive,Travel_Rarely,1,Yes,Ex-Employees,1,0,1,,,,
11455,Male,Divorced,35 - 44,35,Sales,Associates Degree,Medical,Sales Executive,Travel_Rarely,1,Yes,Ex-Employees,4,0,1,,,,
11456,Male,Divorced,35 - 44,36,Sales,Doctoral Degree,Marketing,Sales Executive,Travel_Rarely,1,Yes,Ex-Employees,1,0,1,,,,
11457,Male,Single,45 - 54,53,Sales,Master's Degree,Life Sciences,Sales Executive,Travel_Rarely,1,Yes,Ex-Employees,1,0,1,,,,
11458,Male,Single,25 - 34,32,Sales,Master's Degree,Marketing,Sales Executive,Travel_Rarely,1,Yes,Ex-Employees,2,0,1,,,,
